#Name (cmd = mergePeaks pr.pd_hipp_gba1_vs_lrk/bg.clean.pos pr.pd_hipp_gba1_vs_lrk/target.clean..pos -d 200 -cobound 1 -prefix pr.pd_hipp_gba1_vs_lrk/0.499864938742579.2.tmp)	chr	start	end	strand	stat	stat2	pr.pd_hipp_gba1_vs_lrk/target.clean..pos
BG128250	chr16	7547958	7548314	+	0.000	0.000	9480
BG128262	chr16	7597459	7598041	+	0.000	0.000	9481
BG128274	chr16	7630446	7630655	+	0.000	0.000	9482
BG128275	chr16	7630753	7631413	+	0.000	0.000	9483
BG128276	chr16	7631882	7632081	+	0.000	0.000	9484
BG128280	chr16	7646455	7647486	+	0.000	0.000	9485
BG128282	chr16	7650575	7650812	+	0.000	0.000	9486
BG128287	chr16	7688820	7689102	+	0.000	0.000	9487
BG128297	chr16	7737551	7737750	+	0.000	0.000	9488
BG297240	chr6	12701594	12701830	+	0.000	0.000	22028
BG297242	chr6	12710163	12710398	+	0.000	0.000	22029
BG297274	chr6	12786792	12786991	+	0.000	0.000	22030
BG297275	chr6	12790922	12791121	+	0.000	0.000	22031
BG297278	chr6	12798942	12799309	+	0.000	0.000	22032
BG297283	chr6	12805334	12805557	+	0.000	0.000	22033
BG297298	chr6	12862091	12862337	+	0.000	0.000	22034
BG128309	chr16	7794634	7794845	+	0.000	0.000	9489
BG128329	chr16	7930837	7931045	+	0.000	0.000	9490
BG128331	chr16	7931524	7931756	+	0.000	0.000	9491
BG128335	chr16	7944243	7944479	+	0.000	0.000	9492
BG128336	chr16	7967815	7968373	+	0.000	0.000	9493
BG128339	chr16	8047680	8048571	+	0.000	0.000	9494
BG128347	chr16	8230582	8230786	+	0.000	0.000	9495
BG128350	chr16	8236366	8237302	+	0.000	0.000	9496
BG128360	chr16	8310371	8310610	+	0.000	0.000	9497
BG128361	chr16	8310663	8310879	+	0.000	0.000	9498
BG128363	chr16	8311143	8311342	+	0.000	0.000	9499
BG128367	chr16	8355775	8356459	+	0.000	0.000	9500
BG128374	chr16	8407446	8407683	+	0.000	0.000	9501
BG128388	chr16	8573147	8573374	+	0.000	0.000	9502
BG297310	chr6	12923718	12923917	+	0.000	0.000	22035
BG297327	chr6	12970013	12970212	+	0.000	0.000	22036
BG297337	chr6	13008576	13008795	+	0.000	0.000	22037
BG297352	chr6	13044364	13045180	+	0.000	0.000	22038
BG297370	chr6	13099241	13099694	+	0.000	0.000	22039
BG128404	chr16	8651987	8652215	+	0.000	0.000	9503
BG128408	chr16	8656876	8657243	+	0.000	0.000	9504
BG128411	chr16	8663001	8664137	+	0.000	0.000	9505
BG128422	chr16	8728340	8728555	+	0.000	0.000	9506
BG128431	chr16	8751883	8752297	+	0.000	0.000	9507
BG128441	chr16	8806948	8807147	+	0.000	0.000	9508
BG128447	chr16	8818552	8818775	+	0.000	0.000	9509
BG128457	chr16	8852813	8853012	+	0.000	0.000	9510
BG128459	chr16	8866210	8866629	+	0.000	0.000	9511
BG128460	chr16	8866684	8866906	+	0.000	0.000	9512
BG128470	chr16	8914140	8914393	+	0.000	0.000	9513
BG128471	chr16	8919266	8919573	+	0.000	0.000	9514
BG128476	chr16	8936775	8937017	+	0.000	0.000	9515
BG128477	chr16	8937741	8937940	+	0.000	0.000	9516
BG128479	chr16	8946647	8946849	+	0.000	0.000	9517
BG128494	chr16	8998164	8998415	+	0.000	0.000	9518
BG128496	chr16	9013230	9013429	+	0.000	0.000	9519
BG297411	chr6	13227921	13228146	+	0.000	0.000	22040
BG297423	chr6	13261729	13261928	+	0.000	0.000	22041
BG297460	chr6	13383678	13384068	+	0.000	0.000	22042
BG128502	chr16	9042914	9043528	+	0.000	0.000	9520
BG128529	chr16	9181015	9181214	+	0.000	0.000	9521
BG128530	chr16	9182031	9182244	+	0.000	0.000	9522
BG128537	chr16	9237438	9237637	+	0.000	0.000	9523
BG128538	chr16	9238394	9238605	+	0.000	0.000	9524
BG128550	chr16	9316414	9316929	+	0.000	0.000	9525
BG128555	chr16	9327231	9327479	+	0.000	0.000	9526
BG128576	chr16	9392773	9393414	+	0.000	0.000	9527
BG128577	chr16	9393479	9394045	+	0.000	0.000	9528
BG128594	chr16	9484560	9485133	+	0.000	0.000	9529
BG297527	chr6	13587947	13588146	+	0.000	0.000	22043
BG297550	chr6	13762134	13762333	+	0.000	0.000	22044
BG297557	chr6	13787562	13787802	+	0.000	0.000	22045
BG297569	chr6	13873008	13874097	+	0.000	0.000	22046
BG297571	chr6	13877218	13877457	+	0.000	0.000	22047
BG297582	chr6	13925510	13925709	+	0.000	0.000	22048
BG297592	chr6	14060099	14060337	+	0.000	0.000	22049
BG128615	chr16	9787857	9788082	+	0.000	0.000	9530
BG128618	chr16	9797463	9798058	+	0.000	0.000	9531
BG128647	chr16	9907875	9908074	+	0.000	0.000	9532
BG128652	chr16	9925849	9926048	+	0.000	0.000	9533
BG128683	chr16	10038645	10038901	+	0.000	0.000	9534
BG128685	chr16	10040658	10041792	+	0.000	0.000	9535
BG128695	chr16	10081489	10081836	+	0.000	0.000	9536
BG297623	chr6	14273312	14273516	+	0.000	0.000	22050
BG297628	chr6	14286101	14286300	+	0.000	0.000	22051
BG297632	chr6	14291410	14291920	+	0.000	0.000	22052
BG297633	chr6	14320348	14320589	+	0.000	0.000	22053
BG297637	chr6	14406994	14407353	+	0.000	0.000	22054
BG297647	chr6	14463803	14464010	+	0.000	0.000	22055
BG297648	chr6	14464022	14464485	+	0.000	0.000	22056
BG297667	chr6	14569471	14569731	+	0.000	0.000	22057
BG297671	chr6	14616359	14617539	+	0.000	0.000	22058
BG297672	chr6	14638884	14639097	+	0.000	0.000	22059
BG297673	chr6	14639142	14639356	+	0.000	0.000	22060
BG297682	chr6	14706394	14706720	+	0.000	0.000	22061
BG297686	chr6	14713005	14713483	+	0.000	0.000	22062
BG163030	chr19	8831545	8832453	+	0.000	0.000	12740
BG163032	chr19	8833127	8833425	+	0.000	0.000	12741
BG163033	chr19	9009515	9010096	+	0.000	0.000	12742
BG163035	chr19	9026349	9026577	+	0.000	0.000	12743
BG128703	chr16	10121345	10121861	+	0.000	0.000	9537
BG128719	chr16	10162810	10163019	+	0.000	0.000	9538
BG128722	chr16	10167837	10168036	+	0.000	0.000	9539
BG128742	chr16	10256870	10257107	+	0.000	0.000	9540
BG163084	chr19	9846886	9848384	+	0.000	0.000	12744
BG163088	chr19	9850943	9851142	+	0.000	0.000	12745
BG163089	chr19	9857844	9858258	+	0.000	0.000	12746
BG128761	chr16	10494404	10494639	+	0.000	0.000	9541
BG163098	chr19	9889252	9890942	+	0.000	0.000	12747
BG128774	chr16	10579687	10579953	+	0.000	0.000	9542
BG128787	chr16	10678782	10679017	+	0.000	0.000	9543
BG297716	chr6	14899479	14899714	+	0.000	0.000	22063
BG297734	chr6	15017411	15017647	+	0.000	0.000	22064
BG297740	chr6	15076622	15076821	+	0.000	0.000	22065
BG297750	chr6	15254050	15254281	+	0.000	0.000	22066
BG297755	chr6	15259614	15259828	+	0.000	0.000	22067
BG297796	chr6	15402538	15402752	+	0.000	0.000	22068
BG163104	chr19	9911912	9912111	+	0.000	0.000	12748
BG163113	chr19	9933927	9934136	+	0.000	0.000	12749
BG163119	chr19	9953744	9954042	+	0.000	0.000	12750
BG163122	chr19	9982231	9982469	+	0.000	0.000	12751
BG128804	chr16	10843140	10843339	+	0.000	0.000	9544
BG163141	chr19	10105342	10105541	+	0.000	0.000	12752
BG128815	chr16	10906589	10906990	+	0.000	0.000	9545
BG128825	chr16	10941404	10941611	+	0.000	0.000	9546
BG128826	chr16	10941756	10942185	+	0.000	0.000	9547
BG163161	chr19	10249934	10250133	+	0.000	0.000	12753
BG163163	chr19	10250424	10250625	+	0.000	0.000	12754
BG163164	chr19	10251463	10251726	+	0.000	0.000	12755
BG128846	chr16	11010867	11011078	+	0.000	0.000	9548
BG128856	chr16	11075865	11076064	+	0.000	0.000	9549
BG128857	chr16	11076130	11077023	+	0.000	0.000	9550
BG163193	chr19	10401329	10401528	+	0.000	0.000	12756
BG163196	chr19	10408102	10408305	+	0.000	0.000	12757
BG128867	chr16	11135526	11135725	+	0.000	0.000	9551
BG128875	chr16	11181962	11182181	+	0.000	0.000	9552
BG128880	chr16	11232848	11233456	+	0.000	0.000	9553
BG128887	chr16	11274067	11274266	+	0.000	0.000	9554
BG297803	chr6	15413606	15413980	+	0.000	0.000	22069
BG297834	chr6	15500217	15500460	+	0.000	0.000	22070
BG297862	chr6	15577311	15577534	+	0.000	0.000	22071
BG297863	chr6	15578103	15578305	+	0.000	0.000	22072
BG163215	chr19	10451443	10452049	+	0.000	0.000	12758
BG163228	chr19	10515531	10515730	+	0.000	0.000	12759
BG163229	chr19	10515755	10515984	+	0.000	0.000	12760
BG163230	chr19	10516059	10516281	+	0.000	0.000	12761
BG163232	chr19	10518199	10518900	+	0.000	0.000	12762
BG128909	chr16	11532465	11532703	+	0.000	0.000	9555
BG163240	chr19	10552882	10553081	+	0.000	0.000	12763
BG128913	chr16	11539844	11540050	+	0.000	0.000	9556
BG163257	chr19	10642271	10642470	+	0.000	0.000	12764
BG128923	chr16	11596839	11597848	+	0.000	0.000	9557
BG163263	chr19	10662359	10662997	+	0.000	0.000	12765
BG163267	chr19	10677795	10678050	+	0.000	0.000	12766
BG128933	chr16	11651295	11651494	+	0.000	0.000	9558
BG128949	chr16	11682691	11682944	+	0.000	0.000	9559
BG163282	chr19	10730272	10731340	+	0.000	0.000	12767
BG128950	chr16	11689597	11690042	+	0.000	0.000	9560
BG163287	chr19	10747708	10747907	+	0.000	0.000	12768
BG163291	chr19	10760304	10760624	+	0.000	0.000	12769
BG163293	chr19	10762017	10762234	+	0.000	0.000	12770
BG128970	chr16	11770247	11770446	+	0.000	0.000	9561
BG128976	chr16	11796424	11796652	+	0.000	0.000	9562
BG128977	chr16	11796898	11797180	+	0.000	0.000	9563
BG128979	chr16	11813551	11813772	+	0.000	0.000	9564
BG128988	chr16	11896840	11897140	+	0.000	0.000	9565
BG128989	chr16	11897204	11897589	+	0.000	0.000	9566
BG297901	chr6	15839715	15840519	+	0.000	0.000	22073
BG297909	chr6	15863966	15864719	+	0.000	0.000	22074
BG297934	chr6	15961456	15961655	+	0.000	0.000	22075
BG297942	chr6	16032536	16032833	+	0.000	0.000	22076
BG297950	chr6	16073540	16073768	+	0.000	0.000	22077
BG297977	chr6	16183912	16184113	+	0.000	0.000	22078
BG297983	chr6	16216521	16216720	+	0.000	0.000	22079
BG297987	chr6	16244483	16244832	+	0.000	0.000	22080
BG297996	chr6	16275301	16275500	+	0.000	0.000	22081
BG163304	chr19	10800031	10800230	+	0.000	0.000	12771
BG163321	chr19	10879217	10879416	+	0.000	0.000	12772
BG163322	chr19	10888469	10889028	+	0.000	0.000	12773
BG163325	chr19	10891908	10892125	+	0.000	0.000	12774
BG163326	chr19	10892151	10892350	+	0.000	0.000	12775
BG163335	chr19	10905922	10906567	+	0.000	0.000	12776
BG163338	chr19	10918490	10918698	+	0.000	0.000	12777
BG163339	chr19	10919398	10922204	+	0.000	0.000	12778
BG163352	chr19	11007465	11007729	+	0.000	0.000	12779
BG163355	chr19	11018181	11018777	+	0.000	0.000	12780
BG163356	chr19	11027408	11027844	+	0.000	0.000	12781
BG163360	chr19	11042040	11042240	+	0.000	0.000	12782
BG163368	chr19	11095147	11095365	+	0.000	0.000	12783
BG163369	chr19	11115949	11116526	+	0.000	0.000	12784
BG163385	chr19	11261705	11261904	+	0.000	0.000	12785
BG163388	chr19	11293445	11293762	+	0.000	0.000	12786
BG163415	chr19	11406352	11406753	+	0.000	0.000	12787
BG163422	chr19	11421760	11421991	+	0.000	0.000	12788
BG163440	chr19	11479795	11480073	+	0.000	0.000	12789
BG163441	chr19	11480184	11480598	+	0.000	0.000	12790
BG163442	chr19	11480653	11480852	+	0.000	0.000	12791
BG163457	chr19	11539793	11540016	+	0.000	0.000	12792
BG163463	chr19	11580989	11581196	+	0.000	0.000	12793
BG163466	chr19	11597007	11597206	+	0.000	0.000	12794
BG163477	chr19	11739566	11739774	+	0.000	0.000	12795
BG163513	chr19	12064301	12064500	+	0.000	0.000	12796
BG163526	chr19	12289325	12289556	+	0.000	0.000	12797
BG163536	chr19	12441295	12441575	+	0.000	0.000	12798
BG163551	chr19	12580202	12580548	+	0.000	0.000	12799
BG163555	chr19	12603571	12604132	+	0.000	0.000	12800
BG163558	chr19	12635567	12635766	+	0.000	0.000	12801
BG163561	chr19	12647537	12648462	+	0.000	0.000	12802
BG163562	chr19	12660731	12660956	+	0.000	0.000	12803
BG163563	chr19	12660961	12661724	+	0.000	0.000	12804
BG163584	chr19	12765705	12766032	+	0.000	0.000	12805
BG163586	chr19	12766556	12766755	+	0.000	0.000	12806
BG163588	chr19	12775809	12776086	+	0.000	0.000	12807
BG163596	chr19	12793060	12793271	+	0.000	0.000	12808
BG163610	chr19	12837327	12837536	+	0.000	0.000	12809
BG163613	chr19	12840557	12840970	+	0.000	0.000	12810
BG163616	chr19	12867608	12867807	+	0.000	0.000	12811
BG163617	chr19	12872894	12873654	+	0.000	0.000	12812
BG163623	chr19	12896429	12897058	+	0.000	0.000	12813
BG163642	chr19	12967923	12968122	+	0.000	0.000	12814
BG163644	chr19	12969637	12969945	+	0.000	0.000	12815
BG163650	chr19	12995849	12996507	+	0.000	0.000	12816
BG163665	chr19	13022592	13022816	+	0.000	0.000	12817
BG163671	chr19	13025951	13026164	+	0.000	0.000	12818
BG163672	chr19	13026186	13026389	+	0.000	0.000	12819
BG163674	chr19	13027102	13027312	+	0.000	0.000	12820
BG163691	chr19	13055332	13055546	+	0.000	0.000	12821
BG163696	chr19	13064211	13064426	+	0.000	0.000	12822
BG163698	chr19	13069360	13069765	+	0.000	0.000	12823
BG163721	chr19	13118384	13118613	+	0.000	0.000	12824
BG163722	chr19	13123067	13123562	+	0.000	0.000	12825
BG163743	chr19	13206655	13206876	+	0.000	0.000	12826
BG163746	chr19	13229638	13229892	+	0.000	0.000	12827
BG163748	chr19	13240235	13241013	+	0.000	0.000	12828
BG163749	chr19	13241039	13241556	+	0.000	0.000	12829
BG163750	chr19	13241562	13242023	+	0.000	0.000	12830
BG163753	chr19	13261068	13261437	+	0.000	0.000	12831
BG163766	chr19	13305533	13305732	+	0.000	0.000	12832
BG163767	chr19	13315391	13315590	+	0.000	0.000	12833
BG163769	chr19	13318308	13318507	+	0.000	0.000	12834
BG163771	chr19	13350783	13351304	+	0.000	0.000	12835
BG163773	chr19	13355947	13357198	+	0.000	0.000	12836
BG163780	chr19	13398750	13399413	+	0.000	0.000	12837
BG163783	chr19	13415097	13415318	+	0.000	0.000	12838
BG163784	chr19	13415855	13416082	+	0.000	0.000	12839
BG163789	chr19	13431074	13431298	+	0.000	0.000	12840
BG163793	chr19	13458540	13458739	+	0.000	0.000	12841
BG163809	chr19	13557834	13558035	+	0.000	0.000	12842
BG163810	chr19	13574798	13574997	+	0.000	0.000	12843
BG163811	chr19	13575051	13575265	+	0.000	0.000	12844
BG163819	chr19	13619259	13619652	+	0.000	0.000	12845
BG163844	chr19	13765769	13765982	+	0.000	0.000	12846
BG163847	chr19	13781579	13781814	+	0.000	0.000	12847
BG163889	chr19	13969385	13969684	+	0.000	0.000	12848
BG163894	chr19	13982171	13982375	+	0.000	0.000	12849
BG163911	chr19	14089437	14089636	+	0.000	0.000	12850
BG163914	chr19	14111702	14111928	+	0.000	0.000	12851
BG163932	chr19	14195678	14196380	+	0.000	0.000	12852
BG163933	chr19	14196387	14196595	+	0.000	0.000	12853
BG163945	chr19	14227803	14228174	+	0.000	0.000	12854
BG163954	chr19	14324337	14324601	+	0.000	0.000	12855
BG163961	chr19	14380645	14381298	+	0.000	0.000	12856
BG163962	chr19	14381311	14382339	+	0.000	0.000	12857
BG163976	chr19	14467922	14468152	+	0.000	0.000	12858
BG163989	chr19	14506929	14507367	+	0.000	0.000	12859
BG163990	chr19	14510240	14510442	+	0.000	0.000	12860
BG163992	chr19	14513013	14513408	+	0.000	0.000	12861
BG163993	chr19	14513476	14514194	+	0.000	0.000	12862
BG163994	chr19	14514233	14515130	+	0.000	0.000	12863
BG163995	chr19	14515169	14515419	+	0.000	0.000	12864
BG163996	chr19	14515536	14516010	+	0.000	0.000	12865
BG10000	chr1	58861599	58861821	+	0.000	0.000	1221
BG10019	chr1	58968744	58968984	+	0.000	0.000	1222
BG10023	chr1	59013635	59014018	+	0.000	0.000	1223
BG10030	chr1	59061899	59062451	+	0.000	0.000	1224
BG10076	chr1	59355345	59355544	+	0.000	0.000	1225
BG10079	chr1	59364273	59364663	+	0.000	0.000	1226
BG10082	chr1	59404786	59404985	+	0.000	0.000	1227
BG10084	chr1	59419443	59419642	+	0.000	0.000	1228
BG10092	chr1	59477412	59477641	+	0.000	0.000	1229
BG10093	chr1	59480627	59480854	+	0.000	0.000	1230
BG10103	chr1	59521020	59521219	+	0.000	0.000	1231
BG10124	chr1	59704878	59705098	+	0.000	0.000	1232
BG10148	chr1	59765703	59766047	+	0.000	0.000	1233
BG10159	chr1	59885258	59885457	+	0.000	0.000	1234
BG10161	chr1	59898573	59898772	+	0.000	0.000	1235
BG10162	chr1	59898796	59899033	+	0.000	0.000	1236
BG10167	chr1	59918838	59919237	+	0.000	0.000	1237
BG10168	chr1	59925816	59926205	+	0.000	0.000	1238
BG10201	chr1	60234859	60235058	+	0.000	0.000	1239
BG10214	chr1	60367946	60368552	+	0.000	0.000	1240
BG10287	chr1	61088481	61088876	+	0.000	0.000	1241
BG10291	chr1	61097864	61098063	+	0.000	0.000	1242
BG10293	chr1	61101259	61101462	+	0.000	0.000	1243
BG10304	chr1	61122830	61123068	+	0.000	0.000	1244
BG10305	chr1	61123166	61123399	+	0.000	0.000	1245
BG10308	chr1	61124810	61125076	+	0.000	0.000	1246
BG10310	chr1	61125427	61125647	+	0.000	0.000	1247
BG10323	chr1	61153050	61153361	+	0.000	0.000	1248
BG10354	chr1	61243767	61243966	+	0.000	0.000	1249
BG10370	chr1	61273241	61273767	+	0.000	0.000	1250
BG10406	chr1	61591354	61591605	+	0.000	0.000	1251
BG10453	chr1	61910554	61910765	+	0.000	0.000	1252
BG10462	chr1	61980651	61980894	+	0.000	0.000	1253
BG10465	chr1	62012882	62013144	+	0.000	0.000	1254
BG10475	chr1	62045562	62045761	+	0.000	0.000	1255
BG10476	chr1	62045802	62046001	+	0.000	0.000	1256
BG10518	chr1	62370979	62371178	+	0.000	0.000	1257
BG10543	chr1	62508243	62508472	+	0.000	0.000	1258
BG10555	chr1	62711801	62712266	+	0.000	0.000	1259
BG10566	chr1	62790388	62790681	+	0.000	0.000	1260
BG10567	chr1	62790776	62791711	+	0.000	0.000	1261
BG10572	chr1	62818684	62818902	+	0.000	0.000	1262
BG10586	chr1	62897873	62898072	+	0.000	0.000	1263
BG10589	chr1	62906638	62906837	+	0.000	0.000	1264
BG10600	chr1	63063460	63063659	+	0.000	0.000	1265
BG10609	chr1	63134250	63134577	+	0.000	0.000	1266
BG10633	chr1	63574777	63574978	+	0.000	0.000	1267
BG10652	chr1	63746275	63746981	+	0.000	0.000	1268
BG10663	chr1	63843110	63843523	+	0.000	0.000	1269
BG10664	chr1	63843663	63843875	+	0.000	0.000	1270
BG10675	chr1	63893489	63893688	+	0.000	0.000	1271
BG10685	chr1	63968944	63969143	+	0.000	0.000	1272
BG10702	chr1	64072698	64072897	+	0.000	0.000	1273
BG10704	chr1	64092278	64093424	+	0.000	0.000	1274
BG10705	chr1	64093446	64093848	+	0.000	0.000	1275
BG10706	chr1	64093946	64094145	+	0.000	0.000	1276
BG10707	chr1	64095975	64096211	+	0.000	0.000	1277
BG10708	chr1	64097825	64098024	+	0.000	0.000	1278
BG10709	chr1	64098265	64098736	+	0.000	0.000	1279
BG10780	chr1	64526659	64526858	+	0.000	0.000	1280
BG10784	chr1	64537998	64538692	+	0.000	0.000	1281
BG10821	chr1	64720393	64720592	+	0.000	0.000	1282
BG10836	chr1	64845099	64845298	+	0.000	0.000	1283
BG10838	chr1	64846802	64847001	+	0.000	0.000	1284
BG10844	chr1	64875925	64876124	+	0.000	0.000	1285
BG10857	chr1	64956309	64956540	+	0.000	0.000	1286
BG10900	chr1	65197546	65197953	+	0.000	0.000	1287
BG10933	chr1	65318903	65319178	+	0.000	0.000	1288
BG10938	chr1	65321962	65322203	+	0.000	0.000	1289
BG10946	chr1	65339251	65339465	+	0.000	0.000	1290
BG10947	chr1	65339508	65339726	+	0.000	0.000	1291
BG10972	chr1	65423993	65424192	+	0.000	0.000	1292
BG28025	chr1	217874616	217874815	+	0.000	0.000	2349
BG28030	chr1	217892003	217892257	+	0.000	0.000	2350
BG28091	chr1	218447088	218447321	+	0.000	0.000	2351
BG28109	chr1	218656409	218656608	+	0.000	0.000	2352
BG28111	chr1	218660051	218660250	+	0.000	0.000	2353
BG28112	chr1	218660327	218660526	+	0.000	0.000	2354
BG28113	chr1	218660817	218661016	+	0.000	0.000	2355
BG28178	chr1	219206214	219206592	+	0.000	0.000	2356
BG28202	chr1	219618992	219619236	+	0.000	0.000	2357
BG28222	chr1	219791868	219792069	+	0.000	0.000	2358
BG28227	chr1	219798341	219798600	+	0.000	0.000	2359
BG28235	chr1	219954199	219954398	+	0.000	0.000	2360
BG28250	chr1	220068130	220068371	+	0.000	0.000	2361
BG28264	chr1	220171580	220171878	+	0.000	0.000	2362
BG28291	chr1	220313664	220313863	+	0.000	0.000	2363
BG28292	chr1	220326517	220326716	+	0.000	0.000	2364
BG28294	chr1	220327217	220327476	+	0.000	0.000	2365
BG28295	chr1	220327513	220327731	+	0.000	0.000	2366
BG28296	chr1	220337144	220337343	+	0.000	0.000	2367
BG28302	chr1	220357506	220357961	+	0.000	0.000	2368
BG28303	chr1	220362731	220363141	+	0.000	0.000	2369
BG28321	chr1	220565168	220565373	+	0.000	0.000	2370
BG28338	chr1	220751137	220751336	+	0.000	0.000	2371
BG28343	chr1	220797183	220797382	+	0.000	0.000	2372
BG28360	chr1	220903000	220903249	+	0.000	0.000	2373
BG28372	chr1	221046574	221046806	+	0.000	0.000	2374
BG28386	chr1	221227714	221227913	+	0.000	0.000	2375
BG28406	chr1	221344967	221345166	+	0.000	0.000	2376
BG28436	chr1	221663397	221663635	+	0.000	0.000	2377
BG28441	chr1	221708661	221708860	+	0.000	0.000	2378
BG28442	chr1	221709037	221709406	+	0.000	0.000	2379
BG28462	chr1	221758571	221758770	+	0.000	0.000	2380
BG28493	chr1	222046756	222046996	+	0.000	0.000	2381
BG28496	chr1	222071016	222071345	+	0.000	0.000	2382
BG28512	chr1	222116521	222116720	+	0.000	0.000	2383
BG28513	chr1	222116735	222116934	+	0.000	0.000	2384
BG28514	chr1	222116940	222117139	+	0.000	0.000	2385
BG28521	chr1	222265624	222265856	+	0.000	0.000	2386
BG28523	chr1	222270506	222270705	+	0.000	0.000	2387
BG28547	chr1	222629802	222630455	+	0.000	0.000	2388
BG28552	chr1	222634773	222635122	+	0.000	0.000	2389
BG28558	chr1	222678106	222678318	+	0.000	0.000	2390
BG28576	chr1	222772228	222772438	+	0.000	0.000	2391
BG28602	chr1	222973578	222974155	+	0.000	0.000	2392
BG28605	chr1	223056839	223057038	+	0.000	0.000	2393
BG28628	chr1	223212474	223212678	+	0.000	0.000	2394
BG28676	chr1	223408315	223408856	+	0.000	0.000	2395
BG28683	chr1	223480579	223480811	+	0.000	0.000	2396
BG28691	chr1	223539891	223540090	+	0.000	0.000	2397
BG63029	chr11	86194584	86194783	+	0.000	0.000	4861
BG63040	chr11	86232265	86232513	+	0.000	0.000	4862
BG28711	chr1	223670874	223671073	+	0.000	0.000	2398
BG28718	chr1	223713907	223714129	+	0.000	0.000	2399
BG63053	chr11	86325040	86325411	+	0.000	0.000	4863
BG28741	chr1	223794317	223794517	+	0.000	0.000	2400
BG309007	chr6	108027144	108027545	+	0.000	0.000	22775
BG28753	chr1	223821384	223821666	+	0.000	0.000	2401
BG63088	chr11	86543592	86543791	+	0.000	0.000	4864
BG28758	chr1	223871312	223871511	+	0.000	0.000	2402
BG28773	chr1	224122539	224122738	+	0.000	0.000	2403
BG309035	chr6	108364557	108364756	+	0.000	0.000	22776
BG309036	chr6	108365501	108365700	+	0.000	0.000	22777
BG309038	chr6	108407543	108408833	+	0.000	0.000	22778
BG28782	chr1	224210227	224210604	+	0.000	0.000	2404
BG309045	chr6	108464845	108465117	+	0.000	0.000	22779
BG309054	chr6	108531714	108531914	+	0.000	0.000	22780
BG309084	chr6	108630494	108630765	+	0.000	0.000	22781
BG28802	chr1	224341392	224341617	+	0.000	0.000	2405
BG28830	chr1	224529371	224529570	+	0.000	0.000	2406
BG28841	chr1	224542874	224543139	+	0.000	0.000	2407
BG309104	chr6	108676955	108677177	+	0.000	0.000	22782
BG63185	chr11	87251291	87251490	+	0.000	0.000	4865
