#Name (cmd = mergePeaks pr.diff_pd_hipp_lrrk_vs_ctrl/bg.clean.pos pr.diff_pd_hipp_lrrk_vs_ctrl/target.clean..pos -d 200 -cobound 1 -prefix pr.diff_pd_hipp_lrrk_vs_ctrl/0.288842263006703.2.tmp)	chr	start	end	strand	stat	stat2	pr.diff_pd_hipp_lrrk_vs_ctrl/target.clean..pos
BG128200	chr16	7393330	7393736	+	0.000	0.000	9144
BG128211	chr16	7420945	7421161	+	0.000	0.000	9145
BG128247	chr16	7525001	7525200	+	0.000	0.000	9146
BG128250	chr16	7547958	7548314	+	0.000	0.000	9147
BG128262	chr16	7597459	7598041	+	0.000	0.000	9148
BG128266	chr16	7612792	7613008	+	0.000	0.000	9149
BG128274	chr16	7630446	7630655	+	0.000	0.000	9150
BG128275	chr16	7630753	7631413	+	0.000	0.000	9151
BG128276	chr16	7631882	7632081	+	0.000	0.000	9152
BG128289	chr16	7705460	7705659	+	0.000	0.000	9153
BG297242	chr6	12710163	12710398	+	0.000	0.000	21388
BG297274	chr6	12786792	12786991	+	0.000	0.000	21389
BG297275	chr6	12790922	12791121	+	0.000	0.000	21390
BG297276	chr6	12792505	12792718	+	0.000	0.000	21391
BG297278	chr6	12798942	12799309	+	0.000	0.000	21392
BG297283	chr6	12805334	12805557	+	0.000	0.000	21393
BG128305	chr16	7781498	7781735	+	0.000	0.000	9154
BG128309	chr16	7794634	7794845	+	0.000	0.000	9155
BG128310	chr16	7794890	7795125	+	0.000	0.000	9156
BG128335	chr16	7944243	7944479	+	0.000	0.000	9157
BG128339	chr16	8047680	8048571	+	0.000	0.000	9158
BG128341	chr16	8070574	8071409	+	0.000	0.000	9159
BG128347	chr16	8230582	8230786	+	0.000	0.000	9160
BG128350	chr16	8236366	8237302	+	0.000	0.000	9161
BG128360	chr16	8310371	8310610	+	0.000	0.000	9162
BG128363	chr16	8311143	8311342	+	0.000	0.000	9163
BG128374	chr16	8407446	8407683	+	0.000	0.000	9164
BG297307	chr6	12903274	12903639	+	0.000	0.000	21394
BG297327	chr6	12970013	12970212	+	0.000	0.000	21395
BG297351	chr6	13044097	13044329	+	0.000	0.000	21396
BG297352	chr6	13044364	13045180	+	0.000	0.000	21397
BG128403	chr16	8651433	8651974	+	0.000	0.000	9165
BG128411	chr16	8663001	8664137	+	0.000	0.000	9166
BG128422	chr16	8728340	8728555	+	0.000	0.000	9167
BG128428	chr16	8742124	8742443	+	0.000	0.000	9168
BG128429	chr16	8742471	8742694	+	0.000	0.000	9169
BG128431	chr16	8751883	8752297	+	0.000	0.000	9170
BG128439	chr16	8805366	8805736	+	0.000	0.000	9171
BG128443	chr16	8811828	8812496	+	0.000	0.000	9172
BG128447	chr16	8818552	8818775	+	0.000	0.000	9173
BG128450	chr16	8828313	8829643	+	0.000	0.000	9174
BG128452	chr16	8846836	8847623	+	0.000	0.000	9175
BG128457	chr16	8852813	8853012	+	0.000	0.000	9176
BG128466	chr16	8890316	8890543	+	0.000	0.000	9177
BG128468	chr16	8905925	8906124	+	0.000	0.000	9178
BG128470	chr16	8914140	8914393	+	0.000	0.000	9179
BG128471	chr16	8919266	8919573	+	0.000	0.000	9180
BG128477	chr16	8937741	8937940	+	0.000	0.000	9181
BG128479	chr16	8946647	8946849	+	0.000	0.000	9182
BG128482	chr16	8958838	8959037	+	0.000	0.000	9183
BG128486	chr16	8963184	8963383	+	0.000	0.000	9184
BG128493	chr16	8996477	8997250	+	0.000	0.000	9185
BG128494	chr16	8998164	8998415	+	0.000	0.000	9186
BG128496	chr16	9013230	9013429	+	0.000	0.000	9187
BG297409	chr6	13207801	13208031	+	0.000	0.000	21398
BG297460	chr6	13383678	13384068	+	0.000	0.000	21399
BG297497	chr6	13457599	13457798	+	0.000	0.000	21400
BG128504	chr16	9053169	9053398	+	0.000	0.000	9188
BG128529	chr16	9181015	9181214	+	0.000	0.000	9189
BG128537	chr16	9237438	9237637	+	0.000	0.000	9190
BG128550	chr16	9316414	9316929	+	0.000	0.000	9191
BG128563	chr16	9337731	9337957	+	0.000	0.000	9192
BG128569	chr16	9366631	9367050	+	0.000	0.000	9193
BG128572	chr16	9374322	9374521	+	0.000	0.000	9194
BG128576	chr16	9392773	9393414	+	0.000	0.000	9195
BG128577	chr16	9393479	9394045	+	0.000	0.000	9196
BG128590	chr16	9481667	9481866	+	0.000	0.000	9197
BG128594	chr16	9484560	9485133	+	0.000	0.000	9198
BG297527	chr6	13587947	13588146	+	0.000	0.000	21401
BG297569	chr6	13873008	13874097	+	0.000	0.000	21402
BG297582	chr6	13925510	13925709	+	0.000	0.000	21403
BG297599	chr6	14079277	14079798	+	0.000	0.000	21404
BG128600	chr16	9622360	9622559	+	0.000	0.000	9199
BG128606	chr16	9740761	9740978	+	0.000	0.000	9200
BG128614	chr16	9779583	9779798	+	0.000	0.000	9201
BG128615	chr16	9787857	9788082	+	0.000	0.000	9202
BG128616	chr16	9791438	9791650	+	0.000	0.000	9203
BG128621	chr16	9801347	9801546	+	0.000	0.000	9204
BG128627	chr16	9828224	9829078	+	0.000	0.000	9205
BG128695	chr16	10081489	10081836	+	0.000	0.000	9206
BG297621	chr6	14245899	14246402	+	0.000	0.000	21405
BG297623	chr6	14273312	14273516	+	0.000	0.000	21406
BG297628	chr6	14286101	14286300	+	0.000	0.000	21407
BG297632	chr6	14291410	14291920	+	0.000	0.000	21408
BG297633	chr6	14320348	14320589	+	0.000	0.000	21409
BG297637	chr6	14406994	14407353	+	0.000	0.000	21410
BG297643	chr6	14450877	14451146	+	0.000	0.000	21411
BG297648	chr6	14464022	14464485	+	0.000	0.000	21412
BG297667	chr6	14569471	14569731	+	0.000	0.000	21413
BG297670	chr6	14612549	14612987	+	0.000	0.000	21414
BG297671	chr6	14616359	14617539	+	0.000	0.000	21415
BG297672	chr6	14638884	14639097	+	0.000	0.000	21416
BG297673	chr6	14639142	14639356	+	0.000	0.000	21417
BG297689	chr6	14727931	14728130	+	0.000	0.000	21418
BG297694	chr6	14758777	14759037	+	0.000	0.000	21419
BG163011	chr19	8540492	8541161	+	0.000	0.000	12367
BG163023	chr19	8630778	8631758	+	0.000	0.000	12368
BG163032	chr19	8833127	8833425	+	0.000	0.000	12369
BG163033	chr19	9009515	9010096	+	0.000	0.000	12370
BG163036	chr19	9026736	9026935	+	0.000	0.000	12371
BG163039	chr19	9079857	9080126	+	0.000	0.000	12372
BG128719	chr16	10162810	10163019	+	0.000	0.000	9207
BG163064	chr19	9644611	9644862	+	0.000	0.000	12373
BG163071	chr19	9709381	9709609	+	0.000	0.000	12374
BG128742	chr16	10256870	10257107	+	0.000	0.000	9208
BG163084	chr19	9846886	9848384	+	0.000	0.000	12375
BG163088	chr19	9850943	9851142	+	0.000	0.000	12376
BG128754	chr16	10342790	10343264	+	0.000	0.000	9209
BG128761	chr16	10494404	10494639	+	0.000	0.000	9210
BG163098	chr19	9889252	9890942	+	0.000	0.000	12377
BG128798	chr16	10755019	10755236	+	0.000	0.000	9211
BG297718	chr6	14910637	14911017	+	0.000	0.000	21420
BG297727	chr6	14950162	14950361	+	0.000	0.000	21421
BG297734	chr6	15017411	15017647	+	0.000	0.000	21422
BG297737	chr6	15066982	15067409	+	0.000	0.000	21423
BG297740	chr6	15076622	15076821	+	0.000	0.000	21424
BG297750	chr6	15254050	15254281	+	0.000	0.000	21425
BG163104	chr19	9911912	9912111	+	0.000	0.000	12378
BG163105	chr19	9913568	9913944	+	0.000	0.000	12379
BG163133	chr19	10009786	10010636	+	0.000	0.000	12380
BG128804	chr16	10843140	10843339	+	0.000	0.000	9212
BG163141	chr19	10105342	10105541	+	0.000	0.000	12381
BG128825	chr16	10941404	10941611	+	0.000	0.000	9213
BG163161	chr19	10249934	10250133	+	0.000	0.000	12382
BG163163	chr19	10250424	10250625	+	0.000	0.000	12383
BG163164	chr19	10251463	10251726	+	0.000	0.000	12384
BG128830	chr16	10957191	10957470	+	0.000	0.000	9214
BG128831	chr16	10957512	10957711	+	0.000	0.000	9215
BG163174	chr19	10292325	10292627	+	0.000	0.000	12385
BG128841	chr16	10982551	10982766	+	0.000	0.000	9216
BG163179	chr19	10305819	10306088	+	0.000	0.000	12386
BG128856	chr16	11075865	11076064	+	0.000	0.000	9217
BG128857	chr16	11076130	11077023	+	0.000	0.000	9218
BG163193	chr19	10401329	10401528	+	0.000	0.000	12387
BG128867	chr16	11135526	11135725	+	0.000	0.000	9219
BG128871	chr16	11162217	11163282	+	0.000	0.000	9220
BG128892	chr16	11328551	11328834	+	0.000	0.000	9221
BG297803	chr6	15413606	15413980	+	0.000	0.000	21426
BG297814	chr6	15443178	15443404	+	0.000	0.000	21427
BG297834	chr6	15500217	15500460	+	0.000	0.000	21428
BG297862	chr6	15577311	15577534	+	0.000	0.000	21429
BG163229	chr19	10515755	10515984	+	0.000	0.000	12388
BG163230	chr19	10516059	10516281	+	0.000	0.000	12389
BG163232	chr19	10518199	10518900	+	0.000	0.000	12390
BG128909	chr16	11532465	11532703	+	0.000	0.000	9222
BG163240	chr19	10552882	10553081	+	0.000	0.000	12391
BG128913	chr16	11539844	11540050	+	0.000	0.000	9223
BG128916	chr16	11563436	11563635	+	0.000	0.000	9224
BG163256	chr19	10638032	10638245	+	0.000	0.000	12392
BG128923	chr16	11596839	11597848	+	0.000	0.000	9225
BG163263	chr19	10662359	10662997	+	0.000	0.000	12393
BG128933	chr16	11651295	11651494	+	0.000	0.000	9226
BG163268	chr19	10685001	10685248	+	0.000	0.000	12394
BG163278	chr19	10724599	10724840	+	0.000	0.000	12395
BG128948	chr16	11682450	11682658	+	0.000	0.000	9227
BG128949	chr16	11682691	11682944	+	0.000	0.000	9228
BG163282	chr19	10730272	10731340	+	0.000	0.000	12396
BG128950	chr16	11689597	11690042	+	0.000	0.000	9229
BG163287	chr19	10747708	10747907	+	0.000	0.000	12397
BG128954	chr16	11698962	11699173	+	0.000	0.000	9230
BG128968	chr16	11768531	11768976	+	0.000	0.000	9231
BG128970	chr16	11770247	11770446	+	0.000	0.000	9232
BG128976	chr16	11796424	11796652	+	0.000	0.000	9233
BG128979	chr16	11813551	11813772	+	0.000	0.000	9234
BG128983	chr16	11834416	11834639	+	0.000	0.000	9235
BG128985	chr16	11871413	11871751	+	0.000	0.000	9236
BG128989	chr16	11897204	11897589	+	0.000	0.000	9237
BG297901	chr6	15839715	15840519	+	0.000	0.000	21430
BG297903	chr6	15841498	15841869	+	0.000	0.000	21431
BG297909	chr6	15863966	15864719	+	0.000	0.000	21432
BG297934	chr6	15961456	15961655	+	0.000	0.000	21433
BG297948	chr6	16067695	16067894	+	0.000	0.000	21434
BG297950	chr6	16073540	16073768	+	0.000	0.000	21435
BG297987	chr6	16244483	16244832	+	0.000	0.000	21436
BG297998	chr6	16277384	16277633	+	0.000	0.000	21437
BG163300	chr19	10779940	10781154	+	0.000	0.000	12398
BG163320	chr19	10879007	10879206	+	0.000	0.000	12399
BG163322	chr19	10888469	10889028	+	0.000	0.000	12400
BG163325	chr19	10891908	10892125	+	0.000	0.000	12401
BG163338	chr19	10918490	10918698	+	0.000	0.000	12402
BG163339	chr19	10919398	10922204	+	0.000	0.000	12403
BG163344	chr19	10948175	10948918	+	0.000	0.000	12404
BG163352	chr19	11007465	11007729	+	0.000	0.000	12405
BG163353	chr19	11007769	11009015	+	0.000	0.000	12406
BG163354	chr19	11017478	11018092	+	0.000	0.000	12407
BG163355	chr19	11018181	11018777	+	0.000	0.000	12408
BG163368	chr19	11095147	11095365	+	0.000	0.000	12409
BG163388	chr19	11293445	11293762	+	0.000	0.000	12410
BG163395	chr19	11304990	11305305	+	0.000	0.000	12411
BG163422	chr19	11421760	11421991	+	0.000	0.000	12412
BG163440	chr19	11479795	11480073	+	0.000	0.000	12413
BG163441	chr19	11480184	11480598	+	0.000	0.000	12414
BG163457	chr19	11539793	11540016	+	0.000	0.000	12415
BG163466	chr19	11597007	11597206	+	0.000	0.000	12416
BG163473	chr19	11694000	11694199	+	0.000	0.000	12417
BG163477	chr19	11739566	11739774	+	0.000	0.000	12418
BG163482	chr19	11784018	11785162	+	0.000	0.000	12419
BG163483	chr19	11785232	11785484	+	0.000	0.000	12420
BG163489	chr19	11821148	11821531	+	0.000	0.000	12421
BG163513	chr19	12064301	12064500	+	0.000	0.000	12422
BG163536	chr19	12441295	12441575	+	0.000	0.000	12423
BG163551	chr19	12580202	12580548	+	0.000	0.000	12424
BG163555	chr19	12603571	12604132	+	0.000	0.000	12425
BG163561	chr19	12647537	12648462	+	0.000	0.000	12426
BG163562	chr19	12660731	12660956	+	0.000	0.000	12427
BG163563	chr19	12660961	12661724	+	0.000	0.000	12428
BG163588	chr19	12775809	12776086	+	0.000	0.000	12429
BG163613	chr19	12840557	12840970	+	0.000	0.000	12430
BG163617	chr19	12872894	12873654	+	0.000	0.000	12431
BG163642	chr19	12967923	12968122	+	0.000	0.000	12432
BG163644	chr19	12969637	12969945	+	0.000	0.000	12433
BG163646	chr19	12983088	12983454	+	0.000	0.000	12434
BG163665	chr19	13022592	13022816	+	0.000	0.000	12435
BG163671	chr19	13025951	13026164	+	0.000	0.000	12436
BG163672	chr19	13026186	13026389	+	0.000	0.000	12437
BG163674	chr19	13027102	13027312	+	0.000	0.000	12438
BG163691	chr19	13055332	13055546	+	0.000	0.000	12439
BG163696	chr19	13064211	13064426	+	0.000	0.000	12440
BG163721	chr19	13118384	13118613	+	0.000	0.000	12441
BG163722	chr19	13123067	13123562	+	0.000	0.000	12442
BG163731	chr19	13150551	13150845	+	0.000	0.000	12443
BG163737	chr19	13185806	13186005	+	0.000	0.000	12444
BG163743	chr19	13206655	13206876	+	0.000	0.000	12445
BG163746	chr19	13229638	13229892	+	0.000	0.000	12446
BG163748	chr19	13240235	13241013	+	0.000	0.000	12447
BG163749	chr19	13241039	13241556	+	0.000	0.000	12448
BG163750	chr19	13241562	13242023	+	0.000	0.000	12449
BG163767	chr19	13315391	13315590	+	0.000	0.000	12450
BG163768	chr19	13315628	13315827	+	0.000	0.000	12451
BG163769	chr19	13318308	13318507	+	0.000	0.000	12452
BG163780	chr19	13398750	13399413	+	0.000	0.000	12453
BG163781	chr19	13399484	13399690	+	0.000	0.000	12454
BG163783	chr19	13415097	13415318	+	0.000	0.000	12455
BG163784	chr19	13415855	13416082	+	0.000	0.000	12456
BG163797	chr19	13503967	13504166	+	0.000	0.000	12457
BG163818	chr19	13616652	13616851	+	0.000	0.000	12458
BG163819	chr19	13619259	13619652	+	0.000	0.000	12459
BG163826	chr19	13669338	13670656	+	0.000	0.000	12460
BG163835	chr19	13721373	13721574	+	0.000	0.000	12461
BG163837	chr19	13724819	13725077	+	0.000	0.000	12462
BG163844	chr19	13765769	13765982	+	0.000	0.000	12463
BG163847	chr19	13781579	13781814	+	0.000	0.000	12464
BG163868	chr19	13865708	13865907	+	0.000	0.000	12465
BG163870	chr19	13866213	13866445	+	0.000	0.000	12466
BG163882	chr19	13937558	13937757	+	0.000	0.000	12467
BG163894	chr19	13982171	13982375	+	0.000	0.000	12468
BG163897	chr19	13993476	13994323	+	0.000	0.000	12469
BG163902	chr19	14031459	14032708	+	0.000	0.000	12470
BG163911	chr19	14089437	14089636	+	0.000	0.000	12471
BG163914	chr19	14111702	14111928	+	0.000	0.000	12472
BG163926	chr19	14163136	14163369	+	0.000	0.000	12473
BG163930	chr19	14184119	14184318	+	0.000	0.000	12474
BG163932	chr19	14195678	14196380	+	0.000	0.000	12475
BG163933	chr19	14196387	14196595	+	0.000	0.000	12476
BG163944	chr19	14221277	14222149	+	0.000	0.000	12477
BG163954	chr19	14324337	14324601	+	0.000	0.000	12478
BG163962	chr19	14381311	14382339	+	0.000	0.000	12479
BG163976	chr19	14467922	14468152	+	0.000	0.000	12480
BG163988	chr19	14506654	14506853	+	0.000	0.000	12481
BG163989	chr19	14506929	14507367	+	0.000	0.000	12482
BG163992	chr19	14513013	14513408	+	0.000	0.000	12483
BG163993	chr19	14513476	14514194	+	0.000	0.000	12484
BG163994	chr19	14514233	14515130	+	0.000	0.000	12485
BG163995	chr19	14515169	14515419	+	0.000	0.000	12486
BG163996	chr19	14515536	14516010	+	0.000	0.000	12487
BG10019	chr1	58968744	58968984	+	0.000	0.000	1182
BG10024	chr1	59020318	59020534	+	0.000	0.000	1183
BG10031	chr1	59072663	59072862	+	0.000	0.000	1184
BG10032	chr1	59076611	59077049	+	0.000	0.000	1185
BG10042	chr1	59106284	59106507	+	0.000	0.000	1186
BG10076	chr1	59355345	59355544	+	0.000	0.000	1187
BG10099	chr1	59501803	59502790	+	0.000	0.000	1188
BG10124	chr1	59704878	59705098	+	0.000	0.000	1189
BG10147	chr1	59765466	59765670	+	0.000	0.000	1190
BG10148	chr1	59765703	59766047	+	0.000	0.000	1191
BG10158	chr1	59885057	59885256	+	0.000	0.000	1192
BG10159	chr1	59885258	59885457	+	0.000	0.000	1193
BG10161	chr1	59898573	59898772	+	0.000	0.000	1194
BG10167	chr1	59918838	59919237	+	0.000	0.000	1195
BG10168	chr1	59925816	59926205	+	0.000	0.000	1196
BG10194	chr1	60213365	60213638	+	0.000	0.000	1197
BG10205	chr1	60290022	60290433	+	0.000	0.000	1198
BG10257	chr1	60874752	60874951	+	0.000	0.000	1199
BG10287	chr1	61088481	61088876	+	0.000	0.000	1200
BG10293	chr1	61101259	61101462	+	0.000	0.000	1201
BG10304	chr1	61122830	61123068	+	0.000	0.000	1202
BG10305	chr1	61123166	61123399	+	0.000	0.000	1203
BG10310	chr1	61125427	61125647	+	0.000	0.000	1204
BG10349	chr1	61230221	61230476	+	0.000	0.000	1205
BG10378	chr1	61299056	61299255	+	0.000	0.000	1206
BG10379	chr1	61299272	61299471	+	0.000	0.000	1207
BG10385	chr1	61338492	61338954	+	0.000	0.000	1208
BG10427	chr1	61713875	61714074	+	0.000	0.000	1209
BG10453	chr1	61910554	61910765	+	0.000	0.000	1210
BG10462	chr1	61980651	61980894	+	0.000	0.000	1211
BG10475	chr1	62045562	62045761	+	0.000	0.000	1212
BG10478	chr1	62064848	62065088	+	0.000	0.000	1213
BG10496	chr1	62230838	62231254	+	0.000	0.000	1214
BG10518	chr1	62370979	62371178	+	0.000	0.000	1215
BG10529	chr1	62401210	62401429	+	0.000	0.000	1216
BG10543	chr1	62508243	62508472	+	0.000	0.000	1217
BG10545	chr1	62510070	62510715	+	0.000	0.000	1218
BG10555	chr1	62711801	62712266	+	0.000	0.000	1219
BG10559	chr1	62727485	62727717	+	0.000	0.000	1220
BG10563	chr1	62746846	62747239	+	0.000	0.000	1221
BG10586	chr1	62897873	62898072	+	0.000	0.000	1222
BG10589	chr1	62906638	62906837	+	0.000	0.000	1223
BG10600	chr1	63063460	63063659	+	0.000	0.000	1224
BG10609	chr1	63134250	63134577	+	0.000	0.000	1225
BG10611	chr1	63135921	63136120	+	0.000	0.000	1226
BG10614	chr1	63197971	63198235	+	0.000	0.000	1227
BG10628	chr1	63562903	63563169	+	0.000	0.000	1228
BG10661	chr1	63842160	63842359	+	0.000	0.000	1229
BG10702	chr1	64072698	64072897	+	0.000	0.000	1230
BG10708	chr1	64097825	64098024	+	0.000	0.000	1231
BG10709	chr1	64098265	64098736	+	0.000	0.000	1232
BG10757	chr1	64481509	64481779	+	0.000	0.000	1233
BG10781	chr1	64532719	64532962	+	0.000	0.000	1234
BG10838	chr1	64846802	64847001	+	0.000	0.000	1235
BG10844	chr1	64875925	64876124	+	0.000	0.000	1236
BG10875	chr1	65056754	65056953	+	0.000	0.000	1237
BG10933	chr1	65318903	65319178	+	0.000	0.000	1238
BG10936	chr1	65320314	65320513	+	0.000	0.000	1239
BG10938	chr1	65321962	65322203	+	0.000	0.000	1240
BG10947	chr1	65339508	65339726	+	0.000	0.000	1241
BG10972	chr1	65423993	65424192	+	0.000	0.000	1242
BG28025	chr1	217874616	217874815	+	0.000	0.000	2295
BG28030	chr1	217892003	217892257	+	0.000	0.000	2296
BG28032	chr1	217892811	217893083	+	0.000	0.000	2297
BG28057	chr1	218270239	218270438	+	0.000	0.000	2298
BG28091	chr1	218447088	218447321	+	0.000	0.000	2299
BG28097	chr1	218463672	218463903	+	0.000	0.000	2300
BG28102	chr1	218521247	218521880	+	0.000	0.000	2301
BG28109	chr1	218656409	218656608	+	0.000	0.000	2302
BG28111	chr1	218660051	218660250	+	0.000	0.000	2303
BG28146	chr1	218886551	218886839	+	0.000	0.000	2304
BG28150	chr1	218890849	218891090	+	0.000	0.000	2305
BG28222	chr1	219791868	219792069	+	0.000	0.000	2306
BG28231	chr1	219881567	219882149	+	0.000	0.000	2307
BG28264	chr1	220171580	220171878	+	0.000	0.000	2308
BG28272	chr1	220196127	220196409	+	0.000	0.000	2309
BG28280	chr1	220256668	220256887	+	0.000	0.000	2310
BG28292	chr1	220326517	220326716	+	0.000	0.000	2311
BG28294	chr1	220327217	220327476	+	0.000	0.000	2312
BG28296	chr1	220337144	220337343	+	0.000	0.000	2313
BG28302	chr1	220357506	220357961	+	0.000	0.000	2314
BG28315	chr1	220550778	220551101	+	0.000	0.000	2315
BG28321	chr1	220565168	220565373	+	0.000	0.000	2316
BG28338	chr1	220751137	220751336	+	0.000	0.000	2317
BG28356	chr1	220887504	220887704	+	0.000	0.000	2318
BG28372	chr1	221046574	221046806	+	0.000	0.000	2319
BG28405	chr1	221344701	221344959	+	0.000	0.000	2320
BG28406	chr1	221344967	221345166	+	0.000	0.000	2321
BG28436	chr1	221663397	221663635	+	0.000	0.000	2322
BG28441	chr1	221708661	221708860	+	0.000	0.000	2323
BG28442	chr1	221709037	221709406	+	0.000	0.000	2324
BG28465	chr1	221802215	221802419	+	0.000	0.000	2325
BG28473	chr1	221858888	221859087	+	0.000	0.000	2326
BG28493	chr1	222046756	222046996	+	0.000	0.000	2327
BG28512	chr1	222116521	222116720	+	0.000	0.000	2328
BG28521	chr1	222265624	222265856	+	0.000	0.000	2329
BG28523	chr1	222270506	222270705	+	0.000	0.000	2330
BG28536	chr1	222575701	222575903	+	0.000	0.000	2331
BG28537	chr1	222582221	222582647	+	0.000	0.000	2332
BG28547	chr1	222629802	222630455	+	0.000	0.000	2333
BG28552	chr1	222634773	222635122	+	0.000	0.000	2334
BG28576	chr1	222772228	222772438	+	0.000	0.000	2335
BG28605	chr1	223056839	223057038	+	0.000	0.000	2336
BG28660	chr1	223340914	223341113	+	0.000	0.000	2337
BG28676	chr1	223408315	223408856	+	0.000	0.000	2338
BG28691	chr1	223539891	223540090	+	0.000	0.000	2339
BG63009	chr11	86140174	86140380	+	0.000	0.000	4721
BG28700	chr1	223621347	223621546	+	0.000	0.000	2340
BG63064	chr11	86390579	86390834	+	0.000	0.000	4722
BG28751	chr1	223819984	223820183	+	0.000	0.000	2341
BG63088	chr11	86543592	86543791	+	0.000	0.000	4723
BG28755	chr1	223833362	223833561	+	0.000	0.000	2342
BG28758	chr1	223871312	223871511	+	0.000	0.000	2343
BG28759	chr1	223907694	223908305	+	0.000	0.000	2344
BG309019	chr6	108157311	108157544	+	0.000	0.000	22118
BG28773	chr1	224122539	224122738	+	0.000	0.000	2345
BG309034	chr6	108364080	108364322	+	0.000	0.000	22119
BG309035	chr6	108364557	108364756	+	0.000	0.000	22120
BG309036	chr6	108365501	108365700	+	0.000	0.000	22121
BG309038	chr6	108407543	108408833	+	0.000	0.000	22122
BG28782	chr1	224210227	224210604	+	0.000	0.000	2346
BG28788	chr1	224245326	224245740	+	0.000	0.000	2347
BG309046	chr6	108473366	108473584	+	0.000	0.000	22123
BG28795	chr1	224300469	224300668	+	0.000	0.000	2348
BG309073	chr6	108608882	108609191	+	0.000	0.000	22124
BG309084	chr6	108630494	108630765	+	0.000	0.000	22125
BG63119	chr11	86659708	86660872	+	0.000	0.000	4724
BG63126	chr11	86692337	86693313	+	0.000	0.000	4725
BG28805	chr1	224357730	224358159	+	0.000	0.000	2349
BG63160	chr11	87016141	87016591	+	0.000	0.000	4726
BG63161	chr11	87016775	87017105	+	0.000	0.000	4727
BG28830	chr1	224529371	224529570	+	0.000	0.000	2350
BG28833	chr1	224534014	224534213	+	0.000	0.000	2351
BG28841	chr1	224542874	224543139	+	0.000	0.000	2352
BG63185	chr11	87251291	87251490	+	0.000	0.000	4728
BG28851	chr1	224588698	224588932	+	0.000	0.000	2353
BG63186	chr11	87251639	87251838	+	0.000	0.000	4729
BG28855	chr1	224616949	224617159	+	0.000	0.000	2354
BG309114	chr6	108748090	108748387	+	0.000	0.000	22126
BG309128	chr6	108781295	108783140	+	0.000	0.000	22127
BG28875	chr1	224708403	224708602	+	0.000	0.000	2355
BG309130	chr6	108798461	108798687	+	0.000	0.000	22128
BG28882	chr1	224733820	224734019	+	0.000	0.000	2356
BG28896	chr1	224817718	224817917	+	0.000	0.000	2357
BG309151	chr6	108859464	108859665	+	0.000	0.000	22129
BG309160	chr6	108914737	108914971	+	0.000	0.000	22130
