#Name (cmd = mergePeaks pr.diff_pd_hipp_lrrk_vs_lopd/bg.clean.pos pr.diff_pd_hipp_lrrk_vs_lopd/target.clean..pos -d 200 -cobound 1 -prefix pr.diff_pd_hipp_lrrk_vs_lopd/0.241936496765451.2.tmp)	chr	start	end	strand	stat	stat2	pr.diff_pd_hipp_lrrk_vs_lopd/target.clean..pos
BG128099	chr16	6894385	6894584	+	0.000	0.000	9397
BG297033	chr6	11324247	11324449	+	0.000	0.000	21486
BG297060	chr6	11433458	11433719	+	0.000	0.000	21487
BG297072	chr6	11545003	11545221	+	0.000	0.000	21488
BG297083	chr6	11605143	11605342	+	0.000	0.000	21489
BG297084	chr6	11605376	11605629	+	0.000	0.000	21490
BG128127	chr16	7032900	7033122	+	0.000	0.000	9398
BG128128	chr16	7051456	7051655	+	0.000	0.000	9399
BG128129	chr16	7051710	7051962	+	0.000	0.000	9400
BG128144	chr16	7118327	7118723	+	0.000	0.000	9401
BG128146	chr16	7160783	7160982	+	0.000	0.000	9402
BG128148	chr16	7193645	7193844	+	0.000	0.000	9403
BG128155	chr16	7211880	7212114	+	0.000	0.000	9404
BG128173	chr16	7281879	7282078	+	0.000	0.000	9405
BG128186	chr16	7325874	7326751	+	0.000	0.000	9406
BG128189	chr16	7348830	7349054	+	0.000	0.000	9407
BG128190	chr16	7349156	7349355	+	0.000	0.000	9408
BG297114	chr6	11770743	11771008	+	0.000	0.000	21491
BG297154	chr6	12091705	12091960	+	0.000	0.000	21492
BG297155	chr6	12092039	12092255	+	0.000	0.000	21493
BG297156	chr6	12092266	12092488	+	0.000	0.000	21494
BG297163	chr6	12150536	12150735	+	0.000	0.000	21495
BG297187	chr6	12408724	12409039	+	0.000	0.000	21496
BG128200	chr16	7393330	7393736	+	0.000	0.000	9409
BG128217	chr16	7439599	7439798	+	0.000	0.000	9410
BG128248	chr16	7527550	7527749	+	0.000	0.000	9411
BG128250	chr16	7547958	7548314	+	0.000	0.000	9412
BG128262	chr16	7597459	7598041	+	0.000	0.000	9413
BG128266	chr16	7612792	7613008	+	0.000	0.000	9414
BG128274	chr16	7630446	7630655	+	0.000	0.000	9415
BG128275	chr16	7630753	7631413	+	0.000	0.000	9416
BG128276	chr16	7631882	7632081	+	0.000	0.000	9417
BG128282	chr16	7650575	7650812	+	0.000	0.000	9418
BG128289	chr16	7705460	7705659	+	0.000	0.000	9419
BG128293	chr16	7716057	7716358	+	0.000	0.000	9420
BG297206	chr6	12490507	12491492	+	0.000	0.000	21497
BG297240	chr6	12701594	12701830	+	0.000	0.000	21498
BG297242	chr6	12710163	12710398	+	0.000	0.000	21499
BG297259	chr6	12733968	12734270	+	0.000	0.000	21500
BG297274	chr6	12786792	12786991	+	0.000	0.000	21501
BG297283	chr6	12805334	12805557	+	0.000	0.000	21502
BG297286	chr6	12815900	12816099	+	0.000	0.000	21503
BG297288	chr6	12827318	12827696	+	0.000	0.000	21504
BG128310	chr16	7794890	7795125	+	0.000	0.000	9421
BG128323	chr16	7893293	7893695	+	0.000	0.000	9422
BG128329	chr16	7930837	7931045	+	0.000	0.000	9423
BG128335	chr16	7944243	7944479	+	0.000	0.000	9424
BG128336	chr16	7967815	7968373	+	0.000	0.000	9425
BG128339	chr16	8047680	8048571	+	0.000	0.000	9426
BG128346	chr16	8208554	8208753	+	0.000	0.000	9427
BG128347	chr16	8230582	8230786	+	0.000	0.000	9428
BG128348	chr16	8232502	8233160	+	0.000	0.000	9429
BG128350	chr16	8236366	8237302	+	0.000	0.000	9430
BG128374	chr16	8407446	8407683	+	0.000	0.000	9431
BG128392	chr16	8631474	8631679	+	0.000	0.000	9432
BG297307	chr6	12903274	12903639	+	0.000	0.000	21505
BG297310	chr6	12923718	12923917	+	0.000	0.000	21506
BG297313	chr6	12929541	12929975	+	0.000	0.000	21507
BG297327	chr6	12970013	12970212	+	0.000	0.000	21508
BG297351	chr6	13044097	13044329	+	0.000	0.000	21509
BG297363	chr6	13076066	13076286	+	0.000	0.000	21510
BG297370	chr6	13099241	13099694	+	0.000	0.000	21511
BG297375	chr6	13104935	13105134	+	0.000	0.000	21512
BG128408	chr16	8656876	8657243	+	0.000	0.000	9433
BG128411	chr16	8663001	8664137	+	0.000	0.000	9434
BG128431	chr16	8751883	8752297	+	0.000	0.000	9435
BG128447	chr16	8818552	8818775	+	0.000	0.000	9436
BG128449	chr16	8819813	8820179	+	0.000	0.000	9437
BG128458	chr16	8863363	8864493	+	0.000	0.000	9438
BG128460	chr16	8866684	8866906	+	0.000	0.000	9439
BG128470	chr16	8914140	8914393	+	0.000	0.000	9440
BG128474	chr16	8924344	8924558	+	0.000	0.000	9441
BG128476	chr16	8936775	8937017	+	0.000	0.000	9442
BG128479	chr16	8946647	8946849	+	0.000	0.000	9443
BG128482	chr16	8958838	8959037	+	0.000	0.000	9444
BG128494	chr16	8998164	8998415	+	0.000	0.000	9445
BG297409	chr6	13207801	13208031	+	0.000	0.000	21513
BG297460	chr6	13383678	13384068	+	0.000	0.000	21514
BG297497	chr6	13457599	13457798	+	0.000	0.000	21515
BG128527	chr16	9176444	9177202	+	0.000	0.000	9446
BG128529	chr16	9181015	9181214	+	0.000	0.000	9447
BG128537	chr16	9237438	9237637	+	0.000	0.000	9448
BG128538	chr16	9238394	9238605	+	0.000	0.000	9449
BG128553	chr16	9323386	9323585	+	0.000	0.000	9450
BG128555	chr16	9327231	9327479	+	0.000	0.000	9451
BG128576	chr16	9392773	9393414	+	0.000	0.000	9452
BG128581	chr16	9403593	9403792	+	0.000	0.000	9453
BG128583	chr16	9408997	9409423	+	0.000	0.000	9454
BG297518	chr6	13531339	13531538	+	0.000	0.000	21516
BG297527	chr6	13587947	13588146	+	0.000	0.000	21517
BG297534	chr6	13606009	13606221	+	0.000	0.000	21518
BG297571	chr6	13877218	13877457	+	0.000	0.000	21519
BG297572	chr6	13892131	13892547	+	0.000	0.000	21520
BG297582	chr6	13925510	13925709	+	0.000	0.000	21521
BG297591	chr6	14046546	14046766	+	0.000	0.000	21522
BG128615	chr16	9787857	9788082	+	0.000	0.000	9455
BG128617	chr16	9791700	9791899	+	0.000	0.000	9456
BG128618	chr16	9797463	9798058	+	0.000	0.000	9457
BG128621	chr16	9801347	9801546	+	0.000	0.000	9458
BG128654	chr16	9929183	9929382	+	0.000	0.000	9459
BG128659	chr16	9933848	9934047	+	0.000	0.000	9460
BG128685	chr16	10040658	10041792	+	0.000	0.000	9461
BG128695	chr16	10081489	10081836	+	0.000	0.000	9462
BG297612	chr6	14140993	14141192	+	0.000	0.000	21523
BG297615	chr6	14192267	14192484	+	0.000	0.000	21524
BG297623	chr6	14273312	14273516	+	0.000	0.000	21525
BG297632	chr6	14291410	14291920	+	0.000	0.000	21526
BG297633	chr6	14320348	14320589	+	0.000	0.000	21527
BG297645	chr6	14462554	14462902	+	0.000	0.000	21528
BG297648	chr6	14464022	14464485	+	0.000	0.000	21529
BG297671	chr6	14616359	14617539	+	0.000	0.000	21530
BG297677	chr6	14659344	14659563	+	0.000	0.000	21531
BG297682	chr6	14706394	14706720	+	0.000	0.000	21532
BG297689	chr6	14727931	14728130	+	0.000	0.000	21533
BG297694	chr6	14758777	14759037	+	0.000	0.000	21534
BG163000	chr19	8487874	8488074	+	0.000	0.000	12400
BG163011	chr19	8540492	8541161	+	0.000	0.000	12401
BG163023	chr19	8630778	8631758	+	0.000	0.000	12402
BG163032	chr19	8833127	8833425	+	0.000	0.000	12403
BG163033	chr19	9009515	9010096	+	0.000	0.000	12404
BG128721	chr16	10163334	10163540	+	0.000	0.000	9463
BG128722	chr16	10167837	10168036	+	0.000	0.000	9464
BG163071	chr19	9709381	9709609	+	0.000	0.000	12405
BG128740	chr16	10252359	10252558	+	0.000	0.000	9465
BG128742	chr16	10256870	10257107	+	0.000	0.000	9466
BG128751	chr16	10318443	10319517	+	0.000	0.000	9467
BG128774	chr16	10579687	10579953	+	0.000	0.000	9468
BG297711	chr6	14864549	14864941	+	0.000	0.000	21535
BG297716	chr6	14899479	14899714	+	0.000	0.000	21536
BG297734	chr6	15017411	15017647	+	0.000	0.000	21537
BG297737	chr6	15066982	15067409	+	0.000	0.000	21538
BG297740	chr6	15076622	15076821	+	0.000	0.000	21539
BG163104	chr19	9911912	9912111	+	0.000	0.000	12406
BG163105	chr19	9913568	9913944	+	0.000	0.000	12407
BG163130	chr19	10006482	10006681	+	0.000	0.000	12408
BG128801	chr16	10816993	10817241	+	0.000	0.000	9469
BG128804	chr16	10843140	10843339	+	0.000	0.000	9470
BG128825	chr16	10941404	10941611	+	0.000	0.000	9471
BG163161	chr19	10249934	10250133	+	0.000	0.000	12409
BG163163	chr19	10250424	10250625	+	0.000	0.000	12410
BG128830	chr16	10957191	10957470	+	0.000	0.000	9472
BG128849	chr16	11017425	11017624	+	0.000	0.000	9473
BG128857	chr16	11076130	11077023	+	0.000	0.000	9474
BG128875	chr16	11181962	11182181	+	0.000	0.000	9475
BG128887	chr16	11274067	11274266	+	0.000	0.000	9476
BG297803	chr6	15413606	15413980	+	0.000	0.000	21540
BG297810	chr6	15427662	15428078	+	0.000	0.000	21541
BG297814	chr6	15443178	15443404	+	0.000	0.000	21542
BG297831	chr6	15498622	15498821	+	0.000	0.000	21543
BG297862	chr6	15577311	15577534	+	0.000	0.000	21544
BG163220	chr19	10483648	10483883	+	0.000	0.000	12411
BG163226	chr19	10505689	10505889	+	0.000	0.000	12412
BG163227	chr19	10505922	10506121	+	0.000	0.000	12413
BG163229	chr19	10515755	10515984	+	0.000	0.000	12414
BG163230	chr19	10516059	10516281	+	0.000	0.000	12415
BG163232	chr19	10518199	10518900	+	0.000	0.000	12416
BG163233	chr19	10541499	10541734	+	0.000	0.000	12417
BG128906	chr16	11474907	11475137	+	0.000	0.000	9477
BG128909	chr16	11532465	11532703	+	0.000	0.000	9478
BG163240	chr19	10552882	10553081	+	0.000	0.000	12418
BG163257	chr19	10642271	10642470	+	0.000	0.000	12419
BG128926	chr16	11614914	11615113	+	0.000	0.000	9479
BG128930	chr16	11629565	11629814	+	0.000	0.000	9480
BG128933	chr16	11651295	11651494	+	0.000	0.000	9481
BG163268	chr19	10685001	10685248	+	0.000	0.000	12420
BG128942	chr16	11673390	11673589	+	0.000	0.000	9482
BG128949	chr16	11682691	11682944	+	0.000	0.000	9483
BG163282	chr19	10730272	10731340	+	0.000	0.000	12421
BG163286	chr19	10742496	10742695	+	0.000	0.000	12422
BG163287	chr19	10747708	10747907	+	0.000	0.000	12423
BG128968	chr16	11768531	11768976	+	0.000	0.000	9484
BG128970	chr16	11770247	11770446	+	0.000	0.000	9485
BG128976	chr16	11796424	11796652	+	0.000	0.000	9486
BG128979	chr16	11813551	11813772	+	0.000	0.000	9487
BG128985	chr16	11871413	11871751	+	0.000	0.000	9488
BG128989	chr16	11897204	11897589	+	0.000	0.000	9489
BG297901	chr6	15839715	15840519	+	0.000	0.000	21545
BG297903	chr6	15841498	15841869	+	0.000	0.000	21546
BG297904	chr6	15842055	15842270	+	0.000	0.000	21547
BG297909	chr6	15863966	15864719	+	0.000	0.000	21548
BG297934	chr6	15961456	15961655	+	0.000	0.000	21549
BG297950	chr6	16073540	16073768	+	0.000	0.000	21550
BG297967	chr6	16144829	16145035	+	0.000	0.000	21551
BG297968	chr6	16145039	16145298	+	0.000	0.000	21552
BG297987	chr6	16244483	16244832	+	0.000	0.000	21553
BG297996	chr6	16275301	16275500	+	0.000	0.000	21554
BG163321	chr19	10879217	10879416	+	0.000	0.000	12424
BG163324	chr19	10891419	10891661	+	0.000	0.000	12425
BG163335	chr19	10905922	10906567	+	0.000	0.000	12426
BG163352	chr19	11007465	11007729	+	0.000	0.000	12427
BG163355	chr19	11018181	11018777	+	0.000	0.000	12428
BG163368	chr19	11095147	11095365	+	0.000	0.000	12429
BG163369	chr19	11115949	11116526	+	0.000	0.000	12430
BG163388	chr19	11293445	11293762	+	0.000	0.000	12431
BG163395	chr19	11304990	11305305	+	0.000	0.000	12432
BG163417	chr19	11418976	11419195	+	0.000	0.000	12433
BG163422	chr19	11421760	11421991	+	0.000	0.000	12434
BG163424	chr19	11422685	11422884	+	0.000	0.000	12435
BG163431	chr19	11457212	11457733	+	0.000	0.000	12436
BG163457	chr19	11539793	11540016	+	0.000	0.000	12437
BG163466	chr19	11597007	11597206	+	0.000	0.000	12438
BG163473	chr19	11694000	11694199	+	0.000	0.000	12439
BG163477	chr19	11739566	11739774	+	0.000	0.000	12440
BG163509	chr19	12051949	12052403	+	0.000	0.000	12441
BG163536	chr19	12441295	12441575	+	0.000	0.000	12442
BG163537	chr19	12476910	12477109	+	0.000	0.000	12443
BG163551	chr19	12580202	12580548	+	0.000	0.000	12444
BG163555	chr19	12603571	12604132	+	0.000	0.000	12445
BG163558	chr19	12635567	12635766	+	0.000	0.000	12446
BG163560	chr19	12647189	12647435	+	0.000	0.000	12447
BG163562	chr19	12660731	12660956	+	0.000	0.000	12448
BG163563	chr19	12660961	12661724	+	0.000	0.000	12449
BG163582	chr19	12757394	12758416	+	0.000	0.000	12450
BG163588	chr19	12775809	12776086	+	0.000	0.000	12451
BG163610	chr19	12837327	12837536	+	0.000	0.000	12452
BG163626	chr19	12908782	12908981	+	0.000	0.000	12453
BG163642	chr19	12967923	12968122	+	0.000	0.000	12454
BG163644	chr19	12969637	12969945	+	0.000	0.000	12455
BG163646	chr19	12983088	12983454	+	0.000	0.000	12456
BG163665	chr19	13022592	13022816	+	0.000	0.000	12457
BG163691	chr19	13055332	13055546	+	0.000	0.000	12458
BG163696	chr19	13064211	13064426	+	0.000	0.000	12459
BG163700	chr19	13072227	13072881	+	0.000	0.000	12460
BG163721	chr19	13118384	13118613	+	0.000	0.000	12461
BG163731	chr19	13150551	13150845	+	0.000	0.000	12462
BG163734	chr19	13172394	13172593	+	0.000	0.000	12463
BG163737	chr19	13185806	13186005	+	0.000	0.000	12464
BG163743	chr19	13206655	13206876	+	0.000	0.000	12465
BG163746	chr19	13229638	13229892	+	0.000	0.000	12466
BG163750	chr19	13241562	13242023	+	0.000	0.000	12467
BG163753	chr19	13261068	13261437	+	0.000	0.000	12468
BG163760	chr19	13291871	13292156	+	0.000	0.000	12469
BG163767	chr19	13315391	13315590	+	0.000	0.000	12470
BG163769	chr19	13318308	13318507	+	0.000	0.000	12471
BG163771	chr19	13350783	13351304	+	0.000	0.000	12472
BG163781	chr19	13399484	13399690	+	0.000	0.000	12473
BG163784	chr19	13415855	13416082	+	0.000	0.000	12474
BG163806	chr19	13556294	13556512	+	0.000	0.000	12475
BG163814	chr19	13605261	13605825	+	0.000	0.000	12476
BG163817	chr19	13615787	13616341	+	0.000	0.000	12477
BG163819	chr19	13619259	13619652	+	0.000	0.000	12478
BG163822	chr19	13623171	13623387	+	0.000	0.000	12479
BG163832	chr19	13712297	13713513	+	0.000	0.000	12480
BG163835	chr19	13721373	13721574	+	0.000	0.000	12481
BG163844	chr19	13765769	13765982	+	0.000	0.000	12482
BG163868	chr19	13865708	13865907	+	0.000	0.000	12483
BG163894	chr19	13982171	13982375	+	0.000	0.000	12484
BG163914	chr19	14111702	14111928	+	0.000	0.000	12485
BG163932	chr19	14195678	14196380	+	0.000	0.000	12486
BG163954	chr19	14324337	14324601	+	0.000	0.000	12487
BG163961	chr19	14380645	14381298	+	0.000	0.000	12488
BG163962	chr19	14381311	14382339	+	0.000	0.000	12489
BG163992	chr19	14513013	14513408	+	0.000	0.000	12490
BG163993	chr19	14513476	14514194	+	0.000	0.000	12491
BG163994	chr19	14514233	14515130	+	0.000	0.000	12492
BG163995	chr19	14515169	14515419	+	0.000	0.000	12493
BG163996	chr19	14515536	14516010	+	0.000	0.000	12494
BG10000	chr1	58861599	58861821	+	0.000	0.000	1030
BG10019	chr1	58968744	58968984	+	0.000	0.000	1031
BG10023	chr1	59013635	59014018	+	0.000	0.000	1032
BG10024	chr1	59020318	59020534	+	0.000	0.000	1033
BG10032	chr1	59076611	59077049	+	0.000	0.000	1034
BG10042	chr1	59106284	59106507	+	0.000	0.000	1035
BG10057	chr1	59178495	59178793	+	0.000	0.000	1036
BG10076	chr1	59355345	59355544	+	0.000	0.000	1037
BG10084	chr1	59419443	59419642	+	0.000	0.000	1038
BG10092	chr1	59477412	59477641	+	0.000	0.000	1039
BG10093	chr1	59480627	59480854	+	0.000	0.000	1040
BG10095	chr1	59484679	59484878	+	0.000	0.000	1041
BG10101	chr1	59520260	59520459	+	0.000	0.000	1042
BG10111	chr1	59604302	59604553	+	0.000	0.000	1043
BG10114	chr1	59634439	59634689	+	0.000	0.000	1044
BG10147	chr1	59765466	59765670	+	0.000	0.000	1045
BG10148	chr1	59765703	59766047	+	0.000	0.000	1046
BG10158	chr1	59885057	59885256	+	0.000	0.000	1047
BG10159	chr1	59885258	59885457	+	0.000	0.000	1048
BG10161	chr1	59898573	59898772	+	0.000	0.000	1049
BG10162	chr1	59898796	59899033	+	0.000	0.000	1050
BG10165	chr1	59911100	59911299	+	0.000	0.000	1051
BG10167	chr1	59918838	59919237	+	0.000	0.000	1052
BG10168	chr1	59925816	59926205	+	0.000	0.000	1053
BG10199	chr1	60223383	60223837	+	0.000	0.000	1054
BG10201	chr1	60234859	60235058	+	0.000	0.000	1055
BG10205	chr1	60290022	60290433	+	0.000	0.000	1056
BG10234	chr1	60590023	60590222	+	0.000	0.000	1057
BG10261	chr1	60897149	60897348	+	0.000	0.000	1058
BG10266	chr1	60936783	60936997	+	0.000	0.000	1059
BG10305	chr1	61123166	61123399	+	0.000	0.000	1060
BG10310	chr1	61125427	61125647	+	0.000	0.000	1061
BG10370	chr1	61273241	61273767	+	0.000	0.000	1062
BG10411	chr1	61640016	61640227	+	0.000	0.000	1063
BG10424	chr1	61695092	61695757	+	0.000	0.000	1064
BG10438	chr1	61826748	61826970	+	0.000	0.000	1065
BG10455	chr1	61951399	61951625	+	0.000	0.000	1066
BG10462	chr1	61980651	61980894	+	0.000	0.000	1067
BG10475	chr1	62045562	62045761	+	0.000	0.000	1068
BG10478	chr1	62064848	62065088	+	0.000	0.000	1069
BG10496	chr1	62230838	62231254	+	0.000	0.000	1070
BG10518	chr1	62370979	62371178	+	0.000	0.000	1071
BG10528	chr1	62398887	62399086	+	0.000	0.000	1072
BG10541	chr1	62458015	62458300	+	0.000	0.000	1073
BG10543	chr1	62508243	62508472	+	0.000	0.000	1074
BG10545	chr1	62510070	62510715	+	0.000	0.000	1075
BG10557	chr1	62716368	62716567	+	0.000	0.000	1076
BG10572	chr1	62818684	62818902	+	0.000	0.000	1077
BG10582	chr1	62876582	62876781	+	0.000	0.000	1078
BG10589	chr1	62906638	62906837	+	0.000	0.000	1079
BG10609	chr1	63134250	63134577	+	0.000	0.000	1080
BG10617	chr1	63317016	63317215	+	0.000	0.000	1081
BG10622	chr1	63454375	63454580	+	0.000	0.000	1082
BG10628	chr1	63562903	63563169	+	0.000	0.000	1083
BG10629	chr1	63563289	63563710	+	0.000	0.000	1084
BG10633	chr1	63574777	63574978	+	0.000	0.000	1085
BG10652	chr1	63746275	63746981	+	0.000	0.000	1086
BG10663	chr1	63843110	63843523	+	0.000	0.000	1087
BG10664	chr1	63843663	63843875	+	0.000	0.000	1088
BG10665	chr1	63843916	63844135	+	0.000	0.000	1089
BG10678	chr1	63910266	63910516	+	0.000	0.000	1090
BG10688	chr1	63983234	63983785	+	0.000	0.000	1091
BG10702	chr1	64072698	64072897	+	0.000	0.000	1092
BG10708	chr1	64097825	64098024	+	0.000	0.000	1093
BG10709	chr1	64098265	64098736	+	0.000	0.000	1094
BG10725	chr1	64231126	64231504	+	0.000	0.000	1095
BG10772	chr1	64516263	64516462	+	0.000	0.000	1096
BG10774	chr1	64524774	64525132	+	0.000	0.000	1097
BG10780	chr1	64526659	64526858	+	0.000	0.000	1098
BG10784	chr1	64537998	64538692	+	0.000	0.000	1099
BG10792	chr1	64623622	64623821	+	0.000	0.000	1100
BG10834	chr1	64831398	64831597	+	0.000	0.000	1101
BG10835	chr1	64834864	64835063	+	0.000	0.000	1102
BG10838	chr1	64846802	64847001	+	0.000	0.000	1103
BG10844	chr1	64875925	64876124	+	0.000	0.000	1104
BG10853	chr1	64933049	64934850	+	0.000	0.000	1105
BG10886	chr1	65116079	65116302	+	0.000	0.000	1106
BG10900	chr1	65197546	65197953	+	0.000	0.000	1107
BG10933	chr1	65318903	65319178	+	0.000	0.000	1108
BG10938	chr1	65321962	65322203	+	0.000	0.000	1109
BG10946	chr1	65339251	65339465	+	0.000	0.000	1110
BG10947	chr1	65339508	65339726	+	0.000	0.000	1111
BG10966	chr1	65397797	65398391	+	0.000	0.000	1112
BG10972	chr1	65423993	65424192	+	0.000	0.000	1113
BG28008	chr1	217626418	217626618	+	0.000	0.000	2274
BG28030	chr1	217892003	217892257	+	0.000	0.000	2275
BG28057	chr1	218270239	218270438	+	0.000	0.000	2276
BG28091	chr1	218447088	218447321	+	0.000	0.000	2277
BG28092	chr1	218447349	218447621	+	0.000	0.000	2278
BG28097	chr1	218463672	218463903	+	0.000	0.000	2279
BG28102	chr1	218521247	218521880	+	0.000	0.000	2280
BG28109	chr1	218656409	218656608	+	0.000	0.000	2281
BG28111	chr1	218660051	218660250	+	0.000	0.000	2282
BG28133	chr1	218785872	218786298	+	0.000	0.000	2283
BG28150	chr1	218890849	218891090	+	0.000	0.000	2284
BG28168	chr1	219140312	219140511	+	0.000	0.000	2285
BG28215	chr1	219690824	219691217	+	0.000	0.000	2286
BG28238	chr1	220012358	220012557	+	0.000	0.000	2287
BG28253	chr1	220077030	220077290	+	0.000	0.000	2288
BG28264	chr1	220171580	220171878	+	0.000	0.000	2289
BG28291	chr1	220313664	220313863	+	0.000	0.000	2290
BG28293	chr1	220326722	220326921	+	0.000	0.000	2291
BG28295	chr1	220327513	220327731	+	0.000	0.000	2292
BG28296	chr1	220337144	220337343	+	0.000	0.000	2293
BG28302	chr1	220357506	220357961	+	0.000	0.000	2294
BG28338	chr1	220751137	220751336	+	0.000	0.000	2295
BG28343	chr1	220797183	220797382	+	0.000	0.000	2296
BG28356	chr1	220887504	220887704	+	0.000	0.000	2297
BG28405	chr1	221344701	221344959	+	0.000	0.000	2298
BG28406	chr1	221344967	221345166	+	0.000	0.000	2299
BG28436	chr1	221663397	221663635	+	0.000	0.000	2300
BG28441	chr1	221708661	221708860	+	0.000	0.000	2301
BG28473	chr1	221858888	221859087	+	0.000	0.000	2302
BG28493	chr1	222046756	222046996	+	0.000	0.000	2303
BG28512	chr1	222116521	222116720	+	0.000	0.000	2304
BG28513	chr1	222116735	222116934	+	0.000	0.000	2305
BG28514	chr1	222116940	222117139	+	0.000	0.000	2306
BG28515	chr1	222167102	222167301	+	0.000	0.000	2307
BG28521	chr1	222265624	222265856	+	0.000	0.000	2308
BG28523	chr1	222270506	222270705	+	0.000	0.000	2309
BG28536	chr1	222575701	222575903	+	0.000	0.000	2310
BG28537	chr1	222582221	222582647	+	0.000	0.000	2311
BG28547	chr1	222629802	222630455	+	0.000	0.000	2312
BG28552	chr1	222634773	222635122	+	0.000	0.000	2313
BG28558	chr1	222678106	222678318	+	0.000	0.000	2314
BG28559	chr1	222678362	222678895	+	0.000	0.000	2315
BG28605	chr1	223056839	223057038	+	0.000	0.000	2316
BG28654	chr1	223331504	223331703	+	0.000	0.000	2317
BG28689	chr1	223532047	223532279	+	0.000	0.000	2318
BG28691	chr1	223539891	223540090	+	0.000	0.000	2319
BG63031	chr11	86205720	86205948	+	0.000	0.000	4846
BG63053	chr11	86325040	86325411	+	0.000	0.000	4847
BG63059	chr11	86373910	86374614	+	0.000	0.000	4848
BG309007	chr6	108027144	108027545	+	0.000	0.000	22232
BG28751	chr1	223819984	223820183	+	0.000	0.000	2320
BG28753	chr1	223821384	223821666	+	0.000	0.000	2321
BG63088	chr11	86543592	86543791	+	0.000	0.000	4849
BG28758	chr1	223871312	223871511	+	0.000	0.000	2322
BG28759	chr1	223907694	223908305	+	0.000	0.000	2323
BG309019	chr6	108157311	108157544	+	0.000	0.000	22233
BG63094	chr11	86566544	86566780	+	0.000	0.000	4850
BG28773	chr1	224122539	224122738	+	0.000	0.000	2324
BG28774	chr1	224151218	224151417	+	0.000	0.000	2325
BG309035	chr6	108364557	108364756	+	0.000	0.000	22234
BG28785	chr1	224227169	224227390	+	0.000	0.000	2326
BG28789	chr1	224245751	224245950	+	0.000	0.000	2327
BG309048	chr6	108477383	108477944	+	0.000	0.000	22235
BG309073	chr6	108608882	108609191	+	0.000	0.000	22236
BG309084	chr6	108630494	108630765	+	0.000	0.000	22237
BG309087	chr6	108646002	108646201	+	0.000	0.000	22238
BG309094	chr6	108659437	108659644	+	0.000	0.000	22239
BG63119	chr11	86659708	86660872	+	0.000	0.000	4851
BG28802	chr1	224341392	224341617	+	0.000	0.000	2328
BG28812	chr1	224392696	224393145	+	0.000	0.000	2329
BG63162	chr11	87028996	87029195	+	0.000	0.000	4852
